"Site","Year","Complex","RCA","LAT","LON","CH","Region","Rookery","Obs","Reg_no","Pup","Bull","SAM","Female","Juv","NP_tot","NP_sum","diff"
"CHERNABURA",2011,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,2,8,248,215,247,596,381,1439,1439,0
"CHERNABURA",2013,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,1,8,245,89,65,467,290,923,911,12
"CHERNABURA",2013,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,2,8,251,86,73,450,310,931,919,12
"CHERNABURA",2014,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,1,8,262,122,68,366,221,797,777,20
"CHERNABURA",2014,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,2,8,271,127,66,387,198,798,778,20
"CHERNABURA",2016,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,1,8,336,122,107,532,288,1049,1049,0
"CHERNABURA",2016,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,2,8,340,164,66,593,222,1045,1045,0
"CHERNABURA",2017,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,1,8,348,120,116,499,449,1184,1184,0
"CHERNABURA",2017,"CHERNABURA",7,54.757,-159.6,1,"W GULF",1,2,8,347,146,92,630,325,1193,1193,0
"CHIRIKOF",2008,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,1,7,1,22,36,18,40,116,116,0
"CHIRIKOF",2008,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,2,7,3,44,17,15,39,115,115,0
"CHIRIKOF",2009,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,1,7,119,42,80,187,122,431,431,0
"CHIRIKOF",2009,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,2,7,94,89,84,196,59,428,428,0
"CHIRIKOF",2010,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,1,7,82,57,32,131,29,263,249,14
"CHIRIKOF",2010,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,2,7,83,34,60,134,18,260,246,14
"CHIRIKOF",2011,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,1,7,184,65,71,221,106,463,463,0
"CHIRIKOF",2011,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,2,7,187,119,41,242,51,453,453,0
"CHIRIKOF",2013,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,1,7,195,58,103,257,167,585,585,0
"CHIRIKOF",2013,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,2,7,196,70,121,250,143,584,584,0
"CHIRIKOF",2015,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,1,7,253,55,118,383,223,780,779,1
"CHIRIKOF",2015,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,2,7,247,81,78,380,242,782,781,1
"CHIRIKOF",2017,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,1,7,192,72,81,282,159,594,594,0
"CHIRIKOF",2017,"CHIRIKOF",8,55.774,-155.724,1,"C GULF",1,2,7,194,89,82,315,108,594,594,0
"CHISWELL ISLANDS",2008,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,1,6,35,10,9,46,3,68,68,0
"CHISWELL ISLANDS",2008,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,2,6,33,13,6,46,2,67,67,0
"CHISWELL ISLANDS",2009,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,1,6,64,3,24,53,12,92,92,0
"CHISWELL ISLANDS",2009,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,2,6,64,16,10,57,12,95,95,0
"CHISWELL ISLANDS",2010,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,1,6,33,17,5,44,2,68,68,0
"CHISWELL ISLANDS",2010,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,2,6,32,12,10,44,2,68,68,0
"CHISWELL ISLANDS",2011,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,1,6,83,16,18,70,22,126,126,0
"CHISWELL ISLANDS",2011,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,2,6,84,19,25,74,7,125,125,0
"CHISWELL ISLANDS",2013,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,1,6,77,21,24,81,28,154,154,0
"CHISWELL ISLANDS",2013,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,2,6,76,9,35,83,23,150,150,0
"CHISWELL ISLANDS",2015,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,1,6,100,16,32,109,45,202,202,0
"CHISWELL ISLANDS",2015,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,2,6,104,27,25,106,47,205,205,0
"CHISWELL ISLANDS",2017,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,1,6,80,22,17,83,37,160,159,1
"CHISWELL ISLANDS",2017,"CHISWELL ISLANDS",10,59.602,-149.571,1,"E GULF",1,2,6,78,21,16,80,43,161,160,1
"CHOWIET",2009,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,1,7,363,81,41,439,84,645,645,0
"CHOWIET",2009,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,2,7,358,103,26,460,32,621,621,0
"CHOWIET",2010,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,1,7,327,126,67,423,32,648,648,0
"CHOWIET",2010,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,2,7,315,83,117,426,32,658,658,0
"CHOWIET",2011,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,1,7,451,107,68,429,85,689,689,0
"CHOWIET",2011,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,2,7,455,126,44,466,42,678,678,0
"CHOWIET",2013,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,1,7,612,82,73,619,102,878,876,2
"CHOWIET",2013,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,2,7,613,82,77,601,114,876,874,2
"CHOWIET",2015,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,1,7,541,73,99,522,320,1015,1014,1
"CHOWIET",2015,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,2,7,542,85,116,613,199,1014,1013,1
"CHOWIET",2017,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,1,7,560,94,78,487,431,1153,1090,63
"CHOWIET",2017,"CHOWIET",8,56.001,-156.687,1,"C GULF",1,2,7,565,110,114,663,206,1156,1093,63
"CHUGINADAK",2008,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,1,10,0,4,1,9,37,51,51,0
"CHUGINADAK",2008,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,2,10,0,4,2,2,44,52,52,0
"CHUGINADAK",2010,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,1,10,0,12,12,30,121,175,175,0
"CHUGINADAK",2010,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,2,10,0,2,17,14,138,171,171,0
"CHUGINADAK",2011,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,1,10,0,2,2,12,49,65,65,0
"CHUGINADAK",2011,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,2,10,0,2,1,2,62,67,67,0
"CHUGINADAK",2014,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,1,10,1,7,11,14,69,110,101,9
"CHUGINADAK",2014,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,2,10,1,5,11,21,68,114,105,9
"CHUGINADAK",2016,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,1,10,2,11,20,12,29,74,72,2
"CHUGINADAK",2016,"CHUGINADAK",6,52.778,-169.698,1,"C ALEU",0,2,10,2,7,22,11,31,73,71,2
"CHUGUL",2008,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,1,10,0,1,0,4,7,12,12,0
"CHUGUL",2008,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,2,10,0,1,0,3,8,12,12,0
"CHUGUL",2010,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,1,10,0,2,16,0,15,33,33,0
"CHUGUL",2010,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,2,10,0,2,0,10,21,33,33,0
"CHUGUL",2011,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,1,10,0,1,0,8,13,22,22,0
"CHUGUL",2011,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,2,10,0,1,0,10,11,22,22,0
"CHUGUL",2014,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,1,10,0,0,1,0,27,29,28,1
"CHUGUL",2014,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,2,10,0,1,0,0,27,29,28,1
"CHUGUL",2016,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,1,10,2,0,1,8,21,30,30,0
"CHUGUL",2016,"CHUGUL",4,51.917,-175.763,0,"C ALEU",0,2,10,2,0,1,9,20,30,30,0
"CLUBBING ROCKS NORTH",2008,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,1,8,177,27,55,176,74,332,332,0
"CLUBBING ROCKS NORTH",2008,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,2,8,159,47,54,198,31,330,330,0
"CLUBBING ROCKS NORTH",2009,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,1,8,223,62,39,210,74,385,385,0
"CLUBBING ROCKS NORTH",2009,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,2,8,156,83,13,279,16,391,391,0
"CLUBBING ROCKS NORTH",2011,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,1,8,277,86,37,236,17,376,376,0
"CLUBBING ROCKS NORTH",2011,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,2,8,288,102,15,240,15,372,372,0
"CLUBBING ROCKS NORTH",2013,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,1,8,294,53,51,255,17,376,376,0
"CLUBBING ROCKS NORTH",2013,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,2,8,290,52,54,244,31,381,381,0
"CLUBBING ROCKS NORTH",2014,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,1,8,228,81,63,222,58,424,424,0
"CLUBBING ROCKS NORTH",2014,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,2,8,235,82,76,235,36,429,429,0
"CLUBBING ROCKS NORTH",2016,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,1,8,332,103,86,260,70,519,519,0
"CLUBBING ROCKS NORTH",2016,"CLUBBING ROCKS",7,54.713,-162.445,1,"W GULF",1,2,8,326,128,64,264,69,525,525,0
"CLUBBING ROCKS SOUTH",2008,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,1,8,446,60,30,386,152,628,628,0
"CLUBBING ROCKS SOUTH",2008,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,2,8,367,82,21,417,93,613,613,0
"CLUBBING ROCKS SOUTH",2009,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,1,8,378,70,25,370,176,641,641,0
"CLUBBING ROCKS SOUTH",2009,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,2,8,362,90,7,480,52,629,629,0
"CLUBBING ROCKS SOUTH",2011,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,1,8,553,126,22,486,65,699,699,0
"CLUBBING ROCKS SOUTH",2011,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,2,8,538,123,13,498,54,688,688,0
"CLUBBING ROCKS SOUTH",2013,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,1,8,600,88,10,452,81,631,631,0
"CLUBBING ROCKS SOUTH",2013,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,2,8,602,81,25,444,96,646,646,0
"CLUBBING ROCKS SOUTH",2014,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,1,8,483,121,40,552,192,905,905,0
"CLUBBING ROCKS SOUTH",2014,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,2,8,491,127,45,582,155,909,909,0
"CLUBBING ROCKS SOUTH",2016,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,1,8,501,139,31,455,93,718,718,0
"CLUBBING ROCKS SOUTH",2016,"CLUBBING ROCKS",7,54.7,-162.445,1,"W GULF",1,2,8,493,147,21,442,100,710,710,0
"CORONATION",2008,"CORONATION",11,55.928,-134.283,1,"SE AK",0,1,5,1,9,12,229,30,280,280,0
"CORONATION",2008,"CORONATION",11,55.928,-134.283,1,"SE AK",0,2,5,0,20,11,216,31,278,278,0
"CORONATION",2010,"CORONATION",11,55.928,-134.283,1,"SE AK",0,1,5,0,10,162,0,80,252,252,0
"CORONATION",2010,"CORONATION",11,55.928,-134.283,1,"SE AK",0,2,5,0,10,18,119,108,255,255,0
"CORONATION",2013,"CORONATION",11,55.928,-134.283,1,"SE AK",0,1,5,0,2,5,0,0,7,7,0
"CORONATION",2013,"CORONATION",11,55.928,-134.283,1,"SE AK",0,2,5,0,0,7,0,0,7,7,0
"CORONATION",2015,"CORONATION",11,55.928,-134.283,1,"SE AK",0,1,5,1,3,30,3,96,132,132,0
"CORONATION",2015,"CORONATION",11,55.928,-134.283,1,"SE AK",0,2,5,1,24,18,47,43,132,132,0
"CORONATION",2017,"CORONATION",11,55.928,-134.283,1,"SE AK",0,1,5,1,4,12,4,72,92,92,0
"CORONATION",2017,"CORONATION",11,55.928,-134.283,1,"SE AK",0,2,5,1,10,14,13,55,92,92,0
"DANGER",2015,"DANGER",10,59.918,-148.097,0,"E GULF",0,1,6,0,1,10,0,11,22,22,0
"DANGER",2015,"DANGER",10,59.918,-148.097,0,"E GULF",0,2,6,0,5,6,0,12,24,23,1
"DUTCH GROUP",2015,"DUTCH GROUP",10,60.7657,-147.7726,1,"E GULF",0,1,6,0,1,54,3,268,326,326,0
"DUTCH GROUP",2015,"DUTCH GROUP",10,60.7657,-147.7726,1,"E GULF",0,2,6,0,11,51,27,240,329,329,0
"DUTCH GROUP",2017,"DUTCH GROUP",10,60.7657,-147.7726,1,"E GULF",0,1,6,0,1,35,2,87,125,125,0
"DUTCH GROUP",2017,"DUTCH GROUP",10,60.7657,-147.7726,1,"E GULF",0,2,6,0,1,23,0,100,124,124,0
"EASTERLY",2008,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,1,5,0,12,7,138,106,263,263,0
"EASTERLY",2008,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,2,5,1,12,4,88,143,247,247,0
"EASTERLY",2009,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,1,5,1,1,48,1,142,192,192,0
"EASTERLY",2009,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,2,5,1,12,7,30,136,185,185,0
"EASTERLY",2010,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,1,5,0,12,39,53,108,218,212,6
"EASTERLY",2010,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,2,5,0,11,1,58,137,213,207,6
"EASTERLY",2013,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,1,5,2,1,10,5,166,182,182,0
"EASTERLY",2013,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,2,5,2,1,11,46,129,187,187,0
"EASTERLY",2015,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,1,5,0,3,8,24,245,280,280,0
"EASTERLY",2015,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,2,5,0,3,7,58,212,280,280,0
"EASTERLY",2017,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,1,5,1,4,1,55,102,162,162,0
"EASTERLY",2017,"EASTERLY",11,55.895,-132.088,0,"SE AK",0,2,5,1,4,4,43,107,158,158,0
"EGG",2010,"EGG",6,53.867,-166.042,0,"E ALEU",0,1,9,0,6,29,0,34,85,69,16
"EGG",2010,"EGG",6,53.867,-166.042,0,"E ALEU",0,2,9,0,5,24,14,38,83,81,2
"FENIMORE",2010,"FENIMORE",4,51.979,-175.545,0,"C ALEU",0,1,10,0,3,7,2,17,29,29,0
"FENIMORE",2010,"FENIMORE",4,51.979,-175.545,0,"C ALEU",0,2,10,0,6,6,12,5,29,29,0
"FENIMORE",2011,"FENIMORE",4,51.979,-175.545,0,"C ALEU",0,1,10,0,27,27,13,31,98,98,0
"FENIMORE",2011,"FENIMORE",4,51.979,-175.545,0,"C ALEU",0,2,10,0,30,40,0,23,93,93,0
"FENIMORE",2014,"FENIMORE",4,51.979,-175.545,0,"C ALEU",0,1,10,0,5,18,0,34,57,57,0
"FENIMORE",2014,"FENIMORE",4,51.979,-175.545,0,"C ALEU",0,2,10,0,13,17,16,14,60,60,0
"FENIMORE",2016,"FENIMORE",4,51.979,-175.545,0,"C ALEU",0,1,10,0,0,15,8,96,119,119,0
"FENIMORE",2016,"FENIMORE",4,51.979,-175.545,0,"C ALEU",0,2,10,0,11,4,9,91,115,115,0
"FORRESTER/C HORN RK",2008,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,1,5,201,18,5,268,20,311,311,0
"FORRESTER/C HORN RK",2008,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,2,5,188,23,0,269,19,311,311,0
"FORRESTER/C HORN RK",2009,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,1,5,451,27,16,407,51,501,501,0
"FORRESTER/C HORN RK",2009,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,2,5,431,44,1,447,12,504,504,0
"FORRESTER/C HORN RK",2010,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,1,5,238,38,4,354,13,409,409,0
"FORRESTER/C HORN RK",2010,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,2,5,234,44,0,360,14,418,418,0
"FORRESTER/C HORN RK",2013,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,1,5,267,29,21,360,27,437,437,0
"FORRESTER/C HORN RK",2013,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,2,5,270,22,31,340,47,440,440,0
"FORRESTER/C HORN RK",2015,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,1,5,424,26,11,344,45,426,426,0
"FORRESTER/C HORN RK",2015,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,2,5,417,30,18,363,20,431,431,0
"FORRESTER/C HORN RK",2017,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,1,5,381,39,7,289,71,411,406,5
"FORRESTER/C HORN RK",2017,"FORRESTER",11,54.847,-133.55,1,"SE AK",1,2,5,375,39,5,336,30,415,410,5
"FORRESTER/EAST RK",2013,"FORRESTER",11,54.8613,-133.5263,1,"SE AK",1,1,5,162,18,1,212,4,235,235,0
"FORRESTER/EAST RK",2013,"FORRESTER",11,54.8613,-133.5263,1,"SE AK",1,2,5,144,14,4,185,33,236,236,0
"FORRESTER/EAST RK",2015,"FORRESTER",11,54.8613,-133.5263,1,"SE AK",1,1,5,209,13,4,239,8,264,264,0
"FORRESTER/EAST RK",2015,"FORRESTER",11,54.8613,-133.5263,1,"SE AK",1,2,5,208,14,6,228,23,271,271,0
"FORRESTER/EAST RK",2017,"FORRESTER",11,54.8613,-133.5263,1,"SE AK",1,1,5,139,18,2,154,25,199,199,0
"FORRESTER/EAST RK",2017,"FORRESTER",11,54.8613,-133.5263,1,"SE AK",1,2,5,134,18,4,152,26,200,200,0
"FORRESTER/FORRESTER ISLAND",2008,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,1,5,0,0,1,0,1,2,2,0
"FORRESTER/FORRESTER ISLAND",2008,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,2,5,0,0,2,0,0,2,2,0
"FORRESTER/FORRESTER ISLAND",2009,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,1,5,0,8,66,0,15,89,89,0
"FORRESTER/FORRESTER ISLAND",2009,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,2,5,0,11,56,0,22,89,89,0
"FORRESTER/FORRESTER ISLAND",2010,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,1,5,0,14,41,0,5,60,60,0
"FORRESTER/FORRESTER ISLAND",2010,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,2,5,0,21,36,0,3,60,60,0
"FORRESTER/FORRESTER ISLAND",2013,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,1,5,0,0,24,0,12,42,36,6
"FORRESTER/FORRESTER ISLAND",2013,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,2,5,0,5,27,0,3,41,35,6
"FORRESTER/FORRESTER ISLAND",2015,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,1,5,0,2,29,0,4,35,35,0
"FORRESTER/FORRESTER ISLAND",2015,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,2,5,0,15,20,0,0,35,35,0
"FORRESTER/FORRESTER ISLAND",2017,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,1,5,1,13,29,2,2,46,46,0
"FORRESTER/FORRESTER ISLAND",2017,"FORRESTER",11,54.838,-133.527,1,"SE AK",1,2,5,0,14,28,0,2,44,44,0
"FORRESTER/LOWRIE",2008,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,1,5,720,96,70,1026,33,1225,1225,0
"FORRESTER/LOWRIE",2008,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,2,5,669,109,80,1012,31,1232,1232,0
"FORRESTER/LOWRIE",2009,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,1,5,1763,148,141,1724,99,2112,2112,0
"FORRESTER/LOWRIE",2009,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,2,5,1706,225,90,1743,57,2115,2115,0
"FORRESTER/LOWRIE",2010,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,1,5,729,147,74,1052,27,1300,1300,0
"FORRESTER/LOWRIE",2010,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,2,5,696,156,64,1079,21,1320,1320,0
"FORRESTER/LOWRIE",2013,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,1,5,1711,154,84,1713,102,2053,2053,0
"FORRESTER/LOWRIE",2013,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,2,5,1724,111,139,1663,144,2062,2057,5
"FORRESTER/LOWRIE",2015,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,1,5,1556,157,89,1456,163,1865,1865,0
"FORRESTER/LOWRIE",2015,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,2,5,1548,175,125,1468,106,1874,1874,0
"FORRESTER/LOWRIE",2017,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,1,5,1494,173,57,1282,116,1629,1628,1
"FORRESTER/LOWRIE",2017,"FORRESTER",11,54.862,-133.537,1,"SE AK",1,2,5,1490,180,58,1308,96,1643,1642,1
"FORRESTER/NORTH RK",2008,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,1,5,545,60,27,725,33,845,845,0
"FORRESTER/NORTH RK",2008,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,2,5,427,71,16,735,20,842,842,0
"FORRESTER/NORTH RK",2009,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,1,5,1240,72,55,1060,52,1239,1239,0
"FORRESTER/NORTH RK",2009,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,2,5,1206,70,40,1074,52,1236,1236,0
"FORRESTER/NORTH RK",2010,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,1,5,643,87,25,925,26,1063,1063,0
"FORRESTER/NORTH RK",2010,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,2,5,635,64,41,928,17,1050,1050,0
"FORRESTER/NORTH RK",2013,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,1,5,573,64,36,726,97,923,923,0
"FORRESTER/NORTH RK",2013,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,2,5,581,56,64,701,102,923,923,0
"FORRESTER/NORTH RK",2015,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,1,5,1147,73,24,912,69,1078,1078,0
"FORRESTER/NORTH RK",2015,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,2,5,1139,78,37,872,102,1089,1089,0
"FORRESTER/NORTH RK",2017,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,1,5,1104,65,30,792,82,971,969,2
"FORRESTER/NORTH RK",2017,"FORRESTER",11,54.873,-133.562,1,"SE AK",1,2,5,1098,72,27,791,85,977,975,2
"FORRESTER/SEA LION RK",2008,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,1,5,259,39,9,428,27,503,503,0
"FORRESTER/SEA LION RK",2008,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,2,5,255,53,5,415,42,515,515,0
"FORRESTER/SEA LION RK",2009,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,1,5,641,56,27,660,55,798,798,0
"FORRESTER/SEA LION RK",2009,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,2,5,635,50,34,661,50,795,795,0
"FORRESTER/SEA LION RK",2010,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,1,5,276,46,0,467,21,534,534,0
"FORRESTER/SEA LION RK",2010,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,2,5,286,58,1,460,31,550,550,0
"FORRESTER/SEA LION RK",2013,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,1,5,499,59,9,539,32,644,639,5
"FORRESTER/SEA LION RK",2013,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,2,5,499,40,23,519,64,651,646,5
"FORRESTER/SEA LION RK",2015,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,1,5,632,50,10,586,56,702,702,0
"FORRESTER/SEA LION RK",2015,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,2,5,630,54,19,590,52,715,715,0
"FORRESTER/SEA LION RK",2017,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,1,5,552,45,44,445,62,598,596,2
"FORRESTER/SEA LION RK",2017,"FORRESTER",11,54.843,-133.535,1,"SE AK",1,2,5,561,43,11,490,63,609,607,2
"GLACIER",2008,"GLACIER",10,60.853,-147.153,1,"E GULF",0,1,6,2,17,12,160,325,514,514,0
"GLACIER",2008,"GLACIER",10,60.853,-147.153,1,"E GULF",0,2,6,1,26,3,209,265,503,503,0
"GLACIER",2009,"GLACIER",10,60.853,-147.153,1,"E GULF",0,1,6,4,3,60,31,635,729,729,0
"GLACIER",2009,"GLACIER",10,60.853,-147.153,1,"E GULF",0,2,6,4,32,115,183,387,717,717,0
"GLACIER",2010,"GLACIER",10,60.853,-147.153,1,"E GULF",0,1,6,1,40,162,38,325,565,565,0
"GLACIER",2010,"GLACIER",10,60.853,-147.153,1,"E GULF",0,2,6,1,42,18,151,352,563,563,0
"GLACIER",2011,"GLACIER",10,60.853,-147.153,1,"E GULF",0,1,6,5,45,63,155,588,851,851,0
"GLACIER",2011,"GLACIER",10,60.853,-147.153,1,"E GULF",0,2,6,5,68,103,399,304,874,874,0
"GLACIER",2013,"GLACIER",10,60.853,-147.153,1,"E GULF",0,1,6,6,4,105,93,758,961,960,1
"GLACIER",2013,"GLACIER",10,60.853,-147.153,1,"E GULF",0,2,6,6,16,63,214,670,964,963,1
"GLACIER",2015,"GLACIER",10,60.853,-147.153,1,"E GULF",0,1,6,14,10,99,209,1461,1779,1779,0
"GLACIER",2015,"GLACIER",10,60.853,-147.153,1,"E GULF",0,2,6,13,23,67,252,1015,1357,1357,0
"GLACIER",2017,"GLACIER",10,60.853,-147.153,1,"E GULF",0,1,6,5,8,58,88,1069,1223,1223,0
"GLACIER",2017,"GLACIER",10,60.853,-147.153,1,"E GULF",0,2,6,5,28,68,398,739,1233,1233,0
